record_id,plant_scientific_name,plant_common_name,plant_family,primary_alkaloid,primary_flavonoid,primary_terpenoid,primary_glycoside,alkaloid_pct,flavonoid_pct,terpenoid_pct,glycoside_pct,concentration_std,geographic_origin,latitude,longitude,altitude,collection_year,harvest_month,measurement_method,temperature,rainfall,soil_pH,soil_N,soil_P,soil_K,reference_pmid,reference_year
441,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Rutin,Citral,Gingerol glucoside,1.1446,4.9117,3.412,0.6911,0.15,"Bhopal, Madhya Pradesh",23.6436,77.5665,404.7,2006,8,HPLC,33.4,1825.1,6.69,82.9,21.6,168.4,31137805,2005
442,Zingiber officinale,Ginger,Zingiberaceae,Shogaol,Quercetin,Citral,Gingerol glucoside,0.9075,3.5784,2.6866,0.8548,0.17,"Bhopal, Madhya Pradesh",23.0913,78.5416,515.2,2011,1,HPLC-MS,20.2,781.1,6.44,77.8,10.3,169.0,31289326,2010
443,Zingiber officinale,Ginger,Zingiberaceae,Shogaol,Quercetin,Citral,Gingerol glucoside,1.0738,4.717,3.5389,0.7027,0.381,"Bhopal, Madhya Pradesh",23.3427,78.7218,544.1,2020,9,HPLC,28.5,1337.3,6.97,87.5,22.7,173.2,31310729,2018
444,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Rutin,Zingiberene,Gingerol glucoside,0.8968,4.0123,3.7657,0.8668,0.403,"Bhopal, Madhya Pradesh",23.3332,78.1764,327.3,2021,11,HPTLC,20.6,1021.6,6.7,97.2,15.5,182.8,31210033,2019
445,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Quercetin,Citral,Gingerol glucoside,1.0332,5.1041,3.7406,0.7653,0.177,"Bhopal, Madhya Pradesh",23.7729,77.9731,501.8,2006,10,HPLC,21.3,1246.7,6.71,66.3,21.4,151.1,30906939,2006
446,Zingiber officinale,Ginger,Zingiberaceae,Shogaol,Quercetin,Citral,Gingerol glucoside,1.1456,5.13,3.6735,0.7223,0.491,"Bhopal, Madhya Pradesh",23.9963,77.9243,402.0,2023,7,GC-MS,33.4,1607.0,6.33,96.1,26.5,161.9,31001666,2023
447,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Quercetin,beta-Bisabolene,Gingerol glucoside,0.6999,4.3347,2.9304,0.7401,0.297,"Bhopal, Madhya Pradesh",23.4749,78.1394,382.4,2008,1,HPLC,18.4,935.2,7.01,59.1,18.4,178.2,31164389,2006
448,Zingiber officinale,Ginger,Zingiberaceae,Shogaol,Quercetin,beta-Bisabolene,Gingerol glucoside,1.0074,3.0178,2.5523,0.8197,0.327,"Bhopal, Madhya Pradesh",24.1544,78.0715,386.9,2012,12,HPTLC,21.2,799.6,7.16,89.7,28.2,198.2,31317990,2011
449,Zingiber officinale,Ginger,Zingiberaceae,Shogaol,Rutin,Citral,Gingerol glucoside,1.0855,3.721,3.2989,0.6933,0.434,"Bhopal, Madhya Pradesh",23.3548,78.0166,510.0,2016,4,HPLC,24.9,1148.6,7.0,103.8,20.3,197.8,30970399,2016
450,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Quercetin,Zingiberene,Gingerol glucoside,0.8977,3.6502,2.3854,0.764,0.376,"Pune, Maharashtra",18.9035,74.4863,697.8,2016,3,HPLC-MS,24.6,1264.9,6.43,87.9,21.9,156.8,30785816,2015
451,Zingiber officinale,Ginger,Zingiberaceae,Shogaol,Quercetin,Zingiberene,Gingerol glucoside,0.8734,4.8345,2.9614,0.8216,0.181,"Pune, Maharashtra",17.7437,73.4655,385.4,2014,12,HPLC,19.7,1178.0,6.41,89.2,19.9,174.2,31030622,2012
452,Zingiber officinale,Ginger,Zingiberaceae,Shogaol,Rutin,Zingiberene,Gingerol glucoside,1.1237,5.1165,3.4161,0.6736,0.38,"Pune, Maharashtra",18.244,73.8879,441.9,2007,8,HPLC,28.7,2017.4,6.37,94.1,19.3,209.3,30899015,2005
453,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Quercetin,Citral,Gingerol glucoside,1.0047,2.7538,2.5116,0.8712,0.134,"Pune, Maharashtra",18.1185,73.8526,495.7,2014,3,GC-MS,25.0,1388.5,6.4,104.0,26.7,240.6,30763663,2014
454,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Rutin,beta-Bisabolene,Gingerol glucoside,0.8845,3.9258,2.8993,0.8698,0.449,"Pune, Maharashtra",17.972,73.561,417.9,2011,12,GC-MS,21.7,774.5,6.87,89.3,16.5,200.6,30916639,2010
455,Zingiber officinale,Ginger,Zingiberaceae,Shogaol,Rutin,beta-Bisabolene,Gingerol glucoside,0.631,5.2343,2.8071,0.7611,0.282,"Pune, Maharashtra",18.5747,73.6789,714.9,2005,11,HPTLC,25.3,869.1,6.3,94.2,12.6,176.9,31001923,2005
456,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Rutin,beta-Bisabolene,Gingerol glucoside,0.7566,5.3882,3.8485,0.7887,0.395,"Pune, Maharashtra",18.8188,74.0893,718.7,2005,9,UV-Vis Spectroscopy,27.3,2037.8,6.54,103.9,22.9,190.3,30728559,2005
457,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Rutin,beta-Bisabolene,Gingerol glucoside,1.3416,5.4216,3.2626,0.7841,0.415,"Pune, Maharashtra",18.3138,74.1081,533.3,2018,9,HPLC-MS,28.2,1912.9,6.58,96.7,24.9,205.6,31181913,2018
458,Zingiber officinale,Ginger,Zingiberaceae,Shogaol,Quercetin,beta-Bisabolene,Gingerol glucoside,1.0958,3.8051,3.0479,0.7681,0.274,"Pune, Maharashtra",18.0962,73.6734,692.3,2022,12,HPLC-MS,20.4,1123.8,6.24,106.1,18.6,215.8,30920621,2022
459,Zingiber officinale,Ginger,Zingiberaceae,Shogaol,Quercetin,Zingiberene,Gingerol glucoside,0.8859,3.2284,3.2224,0.9415,0.173,"Pune, Maharashtra",18.7372,73.8434,423.2,2008,1,GC-MS,25.5,861.1,6.6,96.9,28.4,183.8,30685967,2008
460,Zingiber officinale,Ginger,Zingiberaceae,Shogaol,Quercetin,beta-Bisabolene,Gingerol glucoside,0.9586,3.4023,2.8588,0.8658,0.302,"Pune, Maharashtra",18.9585,73.9257,498.3,2007,2,UV-Vis Spectroscopy,23.7,1105.1,6.7,107.9,16.9,217.1,30770515,2005
461,Zingiber officinale,Ginger,Zingiberaceae,Shogaol,Quercetin,beta-Bisabolene,Gingerol glucoside,1.1088,4.7636,3.9992,0.7897,0.163,"Pune, Maharashtra",18.5118,74.5124,470.3,2016,9,GC-MS,28.5,1873.9,6.37,107.3,14.2,178.4,31125797,2015
462,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Quercetin,beta-Bisabolene,Gingerol glucoside,0.9657,4.3755,4.468,0.7433,0.429,"Pune, Maharashtra",18.4566,74.0135,814.3,2011,6,UV-Vis Spectroscopy,32.8,2204.5,6.3,88.8,28.2,184.4,30744244,2009
463,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Quercetin,Zingiberene,Gingerol glucoside,1.0509,3.8981,2.8588,0.7072,0.49,"Pune, Maharashtra",18.5545,74.0404,504.4,2011,11,HPLC,22.9,1402.0,6.54,81.2,25.6,193.0,31132567,2011
464,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Quercetin,Zingiberene,Gingerol glucoside,1.0648,5.2022,4.0923,0.6783,0.408,"Jorhat, Assam",26.8384,93.8711,10.0,2005,7,HPLC-MS,27.9,2722.3,5.32,114.6,19.8,223.0,25846992,2005
465,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Rutin,Zingiberene,Gingerol glucoside,1.3602,3.6564,3.7336,0.7428,0.281,"Jorhat, Assam",26.8014,94.3761,43.4,2021,4,GC-MS,21.8,2303.5,5.22,111.1,15.3,205.0,25849333,2021
466,Zingiber officinale,Ginger,Zingiberaceae,Shogaol,Quercetin,beta-Bisabolene,Gingerol glucoside,1.0859,5.1745,4.5423,0.7303,0.441,"Jorhat, Assam",26.5271,94.7526,105.6,2021,9,HPTLC,24.5,2622.6,5.18,87.4,23.1,219.8,25905778,2020
467,Zingiber officinale,Ginger,Zingiberaceae,Shogaol,Rutin,Citral,Gingerol glucoside,0.8518,3.4372,4.0993,0.7172,0.333,"Jorhat, Assam",26.2698,93.9525,69.6,2013,3,GC-MS,22.1,1611.3,5.15,115.2,27.1,187.8,25606747,2011
468,Zingiber officinale,Ginger,Zingiberaceae,Shogaol,Rutin,Zingiberene,Gingerol glucoside,0.8224,2.9731,2.6376,0.6356,0.28,"Jorhat, Assam",26.3685,94.2197,183.1,2018,2,HPLC-MS,18.7,1262.3,5.04,110.1,38.2,239.8,25712725,2017
469,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Quercetin,beta-Bisabolene,Gingerol glucoside,1.0977,6.1242,4.5879,0.6912,0.344,"Jorhat, Assam",27.0283,94.3194,56.8,2016,7,HPLC-MS,27.1,2803.3,5.6,104.2,20.4,218.4,25498105,2015
470,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Quercetin,Zingiberene,Gingerol glucoside,1.0618,4.7069,4.0619,0.8299,0.42,"Jorhat, Assam",27.4272,94.183,55.5,2017,10,UV-Vis Spectroscopy,23.9,1711.4,4.94,119.6,27.9,186.8,25475906,2015
471,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Rutin,Citral,Gingerol glucoside,1.2655,4.8169,3.3214,0.7457,0.406,"Jorhat, Assam",26.3536,94.0584,88.6,2012,8,GC-MS,27.3,2943.1,5.14,92.5,25.6,263.1,25884732,2012
472,Zingiber officinale,Ginger,Zingiberaceae,Shogaol,Quercetin,Citral,Gingerol glucoside,0.8197,4.3275,4.0232,0.6729,0.316,"Jorhat, Assam",26.7148,94.1128,40.0,2005,8,HPTLC,27.6,2356.0,5.3,96.4,12.7,174.6,25925073,2005
473,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Rutin,Citral,Gingerol glucoside,0.8738,3.8647,2.434,0.7686,0.339,"Jorhat, Assam",27.3656,93.6882,68.6,2018,2,HPLC-MS,18.6,1203.8,5.5,94.7,29.0,207.2,25578565,2016
474,Zingiber officinale,Ginger,Zingiberaceae,Shogaol,Rutin,Citral,Gingerol glucoside,0.8912,3.3562,3.2403,0.7843,0.322,"Jorhat, Assam",27.2254,94.1278,57.6,2012,1,HPLC,17.3,1384.7,4.9,104.6,26.1,213.6,25781966,2011
475,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Rutin,Zingiberene,Gingerol glucoside,0.6222,3.7864,3.9044,0.8107,0.293,"Jorhat, Assam",26.8309,94.1609,138.9,2005,10,HPLC,21.3,2178.3,5.01,99.6,32.9,195.0,25456854,2005
476,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Rutin,beta-Bisabolene,Gingerol glucoside,1.0233,4.8395,3.2496,0.7903,0.4,"Jorhat, Assam",26.9297,94.0544,119.4,2021,5,HPLC,27.9,2048.4,5.07,102.6,25.3,183.8,25601234,2021
477,Zingiber officinale,Ginger,Zingiberaceae,Shogaol,Quercetin,Citral,Gingerol glucoside,0.8515,3.1928,3.5506,0.7624,0.277,"Jorhat, Assam",27.13,93.9087,94.3,2012,1,HPLC-MS,17.2,1316.6,5.36,88.6,30.3,260.1,25800666,2012
478,Zingiber officinale,Ginger,Zingiberaceae,Shogaol,Quercetin,Zingiberene,Gingerol glucoside,0.9339,4.4561,2.6956,0.6484,0.264,"Bhubaneswar, Odisha",20.1107,85.2069,41.8,2007,9,HPLC,30.1,1765.6,6.34,87.5,26.2,174.6,28130191,2006
479,Zingiber officinale,Ginger,Zingiberaceae,Shogaol,Rutin,beta-Bisabolene,Gingerol glucoside,1.0877,3.9032,3.7964,0.7956,0.263,"Bhubaneswar, Odisha",20.4987,85.8114,130.5,2016,3,UV-Vis Spectroscopy,25.0,1275.5,5.82,115.6,26.7,175.5,28156379,2015
480,Zingiber officinale,Ginger,Zingiberaceae,Shogaol,Rutin,Citral,Gingerol glucoside,1.1184,4.0379,4.2094,0.9187,0.475,"Bhubaneswar, Odisha",20.4938,85.8301,153.0,2013,11,HPLC,25.6,1118.5,6.02,88.2,27.9,174.7,28285227,2012
481,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Rutin,Citral,Gingerol glucoside,1.3159,3.8414,3.3966,0.61,0.358,"Bhubaneswar, Odisha",20.3004,85.5979,117.2,2012,5,HPTLC,26.3,1688.3,5.48,86.4,23.1,193.2,28477323,2012
482,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Rutin,Zingiberene,Gingerol glucoside,1.0115,2.9825,3.1186,0.9524,0.442,"Bhubaneswar, Odisha",20.3041,85.771,105.2,2022,1,HPLC-MS,19.7,941.7,5.9,109.0,29.7,144.8,28308407,2021
483,Zingiber officinale,Ginger,Zingiberaceae,Shogaol,Rutin,Citral,Gingerol glucoside,1.0444,5.1228,3.2781,0.6848,0.124,"Bhubaneswar, Odisha",20.6818,85.3263,24.6,2023,8,GC-MS,29.9,1926.4,6.6,94.7,28.3,168.2,28340645,2022
484,Zingiber officinale,Ginger,Zingiberaceae,Shogaol,Quercetin,Citral,Gingerol glucoside,0.9291,4.016,3.1269,0.7449,0.337,"Bhubaneswar, Odisha",20.5737,85.868,11.9,2019,2,UV-Vis Spectroscopy,19.1,1049.5,6.16,89.4,29.5,149.7,28266235,2019
485,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Rutin,beta-Bisabolene,Gingerol glucoside,0.7523,3.0429,3.467,0.8627,0.465,"Bhubaneswar, Odisha",20.2815,86.1451,50.6,2015,1,UV-Vis Spectroscopy,20.9,925.0,5.92,98.9,12.7,178.7,28509145,2014
486,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Quercetin,beta-Bisabolene,Gingerol glucoside,1.0547,4.0937,4.0834,0.7128,0.371,"Bhubaneswar, Odisha",20.3833,85.8786,20.9,2021,6,HPLC-MS,28.6,1813.2,6.35,82.6,25.2,169.0,28310002,2021
487,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Rutin,Zingiberene,Gingerol glucoside,1.5039,4.2446,4.2035,0.7567,0.37,"Bhubaneswar, Odisha",20.6363,86.2709,41.6,2013,7,HPLC,32.8,2043.2,5.94,82.3,25.3,210.5,28294244,2012
488,Zingiber officinale,Ginger,Zingiberaceae,Shogaol,Rutin,Citral,Gingerol glucoside,1.2641,5.3262,3.9123,0.7322,0.455,"Bhubaneswar, Odisha",20.3982,85.9532,55.1,2014,7,UV-Vis Spectroscopy,30.9,2085.9,6.7,78.2,20.5,161.4,28255903,2012
489,Zingiber officinale,Ginger,Zingiberaceae,Shogaol,Quercetin,beta-Bisabolene,Gingerol glucoside,0.8902,4.4609,3.1665,0.6695,0.36,"Bhubaneswar, Odisha",20.1321,85.693,42.0,2016,5,HPTLC,29.5,1410.3,5.49,99.5,16.6,206.8,28432136,2016
490,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Rutin,Zingiberene,Gingerol glucoside,1.1886,4.3179,4.2807,0.5788,0.324,"Bhubaneswar, Odisha",20.3576,85.498,10.0,2021,5,HPLC,28.2,1730.5,5.98,93.1,8.9,201.4,28147681,2019
491,Zingiber officinale,Ginger,Zingiberaceae,Gingerol,Quercetin,Zingiberene,Gingerol glucoside,0.8301,3.5604,3.349,0.8342,0.426,"Bhubaneswar, Odisha",20.9154,85.5919,40.0,2007,3,HPLC,23.1,1098.6,6.16,93.4,18.9,220.3,28386085,2007
492,Bacopa monnieri,Brahmi,Plantaginaceae,Herpestine,Luteolin,Betulinic acid,Bacoside B,2.7825,5.8057,0.8836,2.6787,0.414,"Ernakulam, Kerala",9.9688,76.4977,112.7,2017,5,HPLC-MS,31.7,2855.0,5.91,146.1,30.1,238.7,30693708,2016
493,Bacopa monnieri,Brahmi,Plantaginaceae,Herpestine,Apigenin,Betulinic acid,Bacoside B,2.3291,5.4763,0.9484,3.7291,0.183,"Ernakulam, Kerala",9.6918,76.4049,150.8,2020,4,HPLC,27.8,2534.1,5.98,137.5,23.3,231.0,30567891,2020
494,Bacopa monnieri,Brahmi,Plantaginaceae,Brahmine,Luteolin,Betulinic acid,Bacoside B,2.0677,4.4163,0.8183,4.3539,0.136,"Ernakulam, Kerala",9.9069,76.0399,118.5,2019,1,HPTLC,22.3,1663.0,5.61,131.9,40.7,243.2,30506350,2017
495,Bacopa monnieri,Brahmi,Plantaginaceae,Herpestine,Luteolin,Betulinic acid,Bacopaside I,1.8329,4.4781,0.7515,4.2855,0.202,"Ernakulam, Kerala",9.6313,76.5847,182.1,2016,4,HPTLC,29.4,2385.7,5.59,138.8,27.4,217.2,30897370,2014
496,Bacopa monnieri,Brahmi,Plantaginaceae,Herpestine,Luteolin,Betulinic acid,Bacopaside I,1.8053,4.8572,0.8587,4.0655,0.219,"Ernakulam, Kerala",10.1776,76.1458,161.7,2021,1,HPLC-MS,21.8,1449.4,5.45,134.1,25.5,216.7,30765187,2020
497,Bacopa monnieri,Brahmi,Plantaginaceae,Herpestine,Apigenin,Betulinic acid,Bacoside B,2.4384,4.8282,0.706,4.0732,0.387,"Ernakulam, Kerala",10.298,76.4403,96.4,2009,11,GC-MS,24.6,2760.4,5.65,130.0,28.0,184.8,30689093,2007
498,Bacopa monnieri,Brahmi,Plantaginaceae,Herpestine,Apigenin,Betulinic acid,Bacoside B,2.496,6.1184,0.8475,3.9834,0.404,"Ernakulam, Kerala",10.0923,76.4016,113.6,2005,9,HPLC-MS,30.7,3165.6,5.22,118.7,34.4,189.1,30647867,2005
499,Bacopa monnieri,Brahmi,Plantaginaceae,Brahmine,Apigenin,Betulinic acid,Bacoside A,2.1485,4.2024,0.5276,4.4125,0.117,"Ernakulam, Kerala",10.2197,76.6516,147.7,2007,12,HPTLC,22.1,1994.2,5.71,119.4,25.9,215.5,30916927,2006
500,Bacopa monnieri,Brahmi,Plantaginaceae,Herpestine,Luteolin,Betulinic acid,Bacoside A,2.8259,5.9398,0.7474,3.9096,0.341,"Ernakulam, Kerala",10.4939,76.2929,106.3,2021,7,HPLC,30.3,4000.0,5.09,126.4,25.0,222.5,30708902,2019
501,Bacopa monnieri,Brahmi,Plantaginaceae,Brahmine,Luteolin,Betulinic acid,Bacoside B,2.7623,3.6209,1.047,3.707,0.388,"Ernakulam, Kerala",9.373,76.1036,126.6,2022,5,HPLC,30.4,2945.1,5.61,123.5,33.7,230.0,30824734,2021
502,Bacopa monnieri,Brahmi,Plantaginaceae,Brahmine,Luteolin,Betulinic acid,Bacoside B,2.2397,5.3735,0.7091,4.7881,0.475,"Ernakulam, Kerala",9.6592,76.2907,191.3,2007,12,HPLC,22.3,1734.7,5.41,142.2,36.5,228.4,30549911,2005
503,Bacopa monnieri,Brahmi,Plantaginaceae,Herpestine,Apigenin,Betulinic acid,Bacoside B,2.0071,4.5467,0.8083,3.3409,0.213,"Ernakulam, Kerala",10.0356,76.0462,89.6,2012,2,UV-Vis Spectroscopy,22.0,1617.0,5.54,117.1,29.0,203.4,30550119,2011
504,Bacopa monnieri,Brahmi,Plantaginaceae,Herpestine,Luteolin,Betulinic acid,Bacopaside I,1.795,4.2267,0.8938,3.9309,0.177,"Ernakulam, Kerala",9.712,76.118,118.8,2008,2,HPLC,24.4,2301.3,5.29,139.6,33.8,241.5,30604857,2007
505,Bacopa monnieri,Brahmi,Plantaginaceae,Herpestine,Luteolin,Betulinic acid,Bacoside A,3.1634,6.4141,1.0466,3.0669,0.177,"Ernakulam, Kerala",10.0595,77.1064,72.7,2008,6,GC-MS,31.0,3205.3,5.28,127.7,33.3,223.8,30733049,2007
506,Bacopa monnieri,Brahmi,Plantaginaceae,Herpestine,Luteolin,Betulinic acid,Bacoside A,1.6962,4.3556,0.6594,3.0032,0.403,"Bhopal, Madhya Pradesh",23.4209,78.0516,453.4,2022,1,HPLC,20.0,815.5,7.03,89.9,21.1,185.9,32594790,2022
507,Bacopa monnieri,Brahmi,Plantaginaceae,Brahmine,Luteolin,Betulinic acid,Bacoside A,2.217,4.0461,1.023,2.7673,0.375,"Bhopal, Madhya Pradesh",23.8496,77.8856,381.2,2013,5,HPLC,26.1,1527.0,6.53,74.8,16.8,230.6,32518774,2013
508,Bacopa monnieri,Brahmi,Plantaginaceae,Brahmine,Apigenin,Betulinic acid,Bacopaside I,2.4539,3.0935,0.5944,4.1923,0.404,"Bhopal, Madhya Pradesh",23.2783,78.1369,422.5,2007,12,GC-MS,19.3,798.7,7.25,98.7,24.6,169.6,32198185,2006
509,Bacopa monnieri,Brahmi,Plantaginaceae,Brahmine,Luteolin,Betulinic acid,Bacopaside I,2.0768,5.2455,0.58,3.9698,0.442,"Bhopal, Madhya Pradesh",23.7131,77.9915,399.0,2020,11,GC-MS,20.0,1111.2,7.4,88.4,17.1,193.9,32496289,2019
510,Bacopa monnieri,Brahmi,Plantaginaceae,Herpestine,Luteolin,Betulinic acid,Bacoside A,2.302,6.5936,0.8606,3.0497,0.133,"Bhopal, Madhya Pradesh",23.2098,78.4253,397.5,2007,7,UV-Vis Spectroscopy,30.8,1627.8,6.76,97.9,20.3,217.4,32592240,2006
511,Bacopa monnieri,Brahmi,Plantaginaceae,Brahmine,Luteolin,Betulinic acid,Bacoside B,2.6245,6.1241,1.0798,3.7378,0.296,"Bhopal, Madhya Pradesh",23.8187,77.9029,451.1,2008,7,HPLC-MS,31.4,1550.0,7.21,63.7,12.9,193.6,32137502,2008
512,Bacopa monnieri,Brahmi,Plantaginaceae,Herpestine,Apigenin,Betulinic acid,Bacopaside I,2.2706,4.0633,0.8035,4.0128,0.2,"Bhopal, Madhya Pradesh",23.9817,77.6625,356.1,2013,3,GC-MS,24.1,660.3,6.83,89.0,20.5,207.7,32460603,2012
513,Bacopa monnieri,Brahmi,Plantaginaceae,Brahmine,Apigenin,Betulinic acid,Bacopaside I,2.5724,4.0876,0.8447,3.1786,0.48,"Bhopal, Madhya Pradesh",23.5938,78.1721,554.8,2018,4,GC-MS,26.8,1353.2,7.44,89.1,20.9,207.4,32299527,2018
514,Bacopa monnieri,Brahmi,Plantaginaceae,Herpestine,Luteolin,Betulinic acid,Bacoside B,2.9733,4.7351,1.1169,4.2585,0.237,"Bhopal, Madhya Pradesh",23.7604,77.8558,540.0,2013,5,GC-MS,27.8,1326.9,6.64,104.1,15.8,147.8,32493503,2013
515,Bacopa monnieri,Brahmi,Plantaginaceae,Brahmine,Luteolin,Betulinic acid,Bacopaside I,2.5574,5.4945,1.1578,3.0378,0.107,"Bhopal, Madhya Pradesh",23.717,77.9587,469.1,2015,6,HPTLC,30.1,1365.2,6.34,108.4,27.1,130.3,32231657,2015
516,Bacopa monnieri,Brahmi,Plantaginaceae,Brahmine,Luteolin,Betulinic acid,Bacoside B,2.2825,3.9332,0.7979,4.0401,0.158,"Bhopal, Madhya Pradesh",23.7779,77.8507,533.5,2018,2,UV-Vis Spectroscopy,20.1,911.0,7.2,87.7,23.6,135.2,32249424,2018
517,Bacopa monnieri,Brahmi,Plantaginaceae,Herpestine,Apigenin,Betulinic acid,Bacoside B,2.4893,6.5434,0.8255,3.7207,0.118,"Bhopal, Madhya Pradesh",23.5859,77.9434,520.4,2006,8,GC-MS,27.0,1419.5,6.66,90.2,12.0,166.1,32566451,2006
518,Bacopa monnieri,Brahmi,Plantaginaceae,Brahmine,Luteolin,Betulinic acid,Bacoside B,3.5297,6.4147,0.8349,3.0231,0.201,"Bhopal, Madhya Pradesh",22.9987,77.5423,635.3,2011,6,HPLC,32.3,1569.1,6.47,71.5,16.5,183.1,32502401,2011
519,Bacopa monnieri,Brahmi,Plantaginaceae,Brahmine,Luteolin,Betulinic acid,Bacoside A,2.7923,2.8642,0.7123,3.9561,0.229,"Bhopal, Madhya Pradesh",23.2807,77.8909,448.5,2014,4,HPLC,26.7,836.2,7.25,97.3,16.2,161.3,32139677,2012
520,Bacopa monnieri,Brahmi,Plantaginaceae,Brahmine,Luteolin,Betulinic acid,Bacoside B,2.4755,4.1004,1.0897,3.6993,0.307,"Pune, Maharashtra",18.9394,73.3067,541.7,2023,4,GC-MS,25.4,1672.5,6.36,96.3,27.7,202.1,30847868,2023
521,Bacopa monnieri,Brahmi,Plantaginaceae,Herpestine,Apigenin,Betulinic acid,Bacoside B,1.8622,5.365,0.923,4.3615,0.427,"Pune, Maharashtra",18.6036,74.1239,797.4,2022,12,HPTLC,20.7,1352.9,6.52,95.5,16.6,185.9,31052454,2022
522,Bacopa monnieri,Brahmi,Plantaginaceae,Herpestine,Luteolin,Betulinic acid,Bacoside A,2.0238,4.9655,0.8341,3.4503,0.469,"Pune, Maharashtra",18.3641,73.8124,466.3,2016,11,HPTLC,21.8,1287.8,6.14,95.4,15.2,170.8,31157721,2016
523,Bacopa monnieri,Brahmi,Plantaginaceae,Herpestine,Apigenin,Betulinic acid,Bacoside A,2.7655,5.8732,0.9694,4.0511,0.337,"Pune, Maharashtra",18.265,74.4287,657.3,2009,10,HPTLC,26.8,1457.7,6.26,97.2,23.5,196.1,30877139,2008
524,Bacopa monnieri,Brahmi,Plantaginaceae,Herpestine,Apigenin,Betulinic acid,Bacoside A,2.486,7.1435,1.2318,3.8017,0.106,"Pune, Maharashtra",18.7751,73.9493,675.0,2020,8,UV-Vis Spectroscopy,29.8,2245.0,6.45,107.0,25.1,200.9,31049207,2020
525,Bacopa monnieri,Brahmi,Plantaginaceae,Herpestine,Apigenin,Betulinic acid,Bacopaside I,2.2549,3.7195,0.8202,3.8072,0.278,"Pune, Maharashtra",18.3815,73.9427,742.4,2020,3,HPLC,25.6,857.2,5.91,91.8,19.9,207.3,31149711,2018
526,Bacopa monnieri,Brahmi,Plantaginaceae,Brahmine,Luteolin,Betulinic acid,Bacopaside I,2.2083,4.9834,0.8565,3.1886,0.468,"Pune, Maharashtra",18.6664,73.7774,441.1,2008,4,HPLC-MS,27.9,1645.5,6.82,115.1,17.4,201.2,30786742,2008
527,Bacopa monnieri,Brahmi,Plantaginaceae,Herpestine,Apigenin,Betulinic acid,Bacoside A,2.2842,5.1632,1.0922,4.466,0.294,"Pune, Maharashtra",18.6911,73.7075,546.7,2008,10,UV-Vis Spectroscopy,27.0,1253.7,6.34,103.4,27.3,233.8,30868953,2007
528,Bacopa monnieri,Brahmi,Plantaginaceae,Herpestine,Apigenin,Betulinic acid,Bacopaside I,2.5647,6.3146,0.966,4.0222,0.155,"Pune, Maharashtra",18.3243,74.0176,559.5,2011,9,UV-Vis Spectroscopy,26.7,1785.0,7.02,104.6,22.5,195.0,31144063,2011
529,Bacopa monnieri,Brahmi,Plantaginaceae,Brahmine,Apigenin,Betulinic acid,Bacoside A,2.107,6.2994,1.1882,3.5845,0.313,"Pune, Maharashtra",18.7641,73.9091,622.6,2016,8,HPLC,32.5,2384.6,6.25,96.6,18.8,230.9,31159985,2014
530,Bacopa monnieri,Brahmi,Plantaginaceae,Brahmine,Apigenin,Betulinic acid,Bacoside B,2.6627,3.7974,0.9008,3.7602,0.417,"Pune, Maharashtra",18.7528,73.7779,512.8,2010,3,HPLC,24.3,1189.9,6.61,98.0,27.5,173.8,31061038,2010
531,Bacopa monnieri,Brahmi,Plantaginaceae,Brahmine,Apigenin,Betulinic acid,Bacopaside I,2.7558,5.677,1.0455,3.618,0.483,"Pune, Maharashtra",18.3403,74.0364,562.7,2013,7,HPTLC,31.9,2276.0,6.61,98.1,18.5,222.1,30798252,2011
532,Bacopa monnieri,Brahmi,Plantaginaceae,Herpestine,Apigenin,Betulinic acid,Bacoside A,2.4422,5.6211,1.1859,2.8428,0.261,"Pune, Maharashtra",18.9729,74.1359,530.9,2006,7,HPLC-MS,28.8,2573.1,6.45,114.3,19.6,205.4,31087208,2005
